transcript	exonic_length	exonic_length_utr5	exonic_length_cds	exonic_length_utr3
ENSMUST00000115204	2047	207	1350	490
ENSMUST00000226130	3393	344	948	2101
ENSMUST00000001561	1893	347	690	856
ENSMUST00000201374	6411	42	6186	183
ENSMUST00000113157	6527	190	4383	1954
ENSMUST00000212051	7625	323	2181	5121
ENSMUST00000203877	939	136	570	233
ENSMUST00000068593	2981	394	2124	463
ENSMUST00000119706	6739	321	1560	4858
ENSMUST00000057578	2283	117	1305	861
ENSMUST00000145310	1703	42	1332	329
ENSMUST00000079669	1058	55	912	91
ENSMUST00000117583	950	65	768	117
ENSMUST00000160780	2782	73	1467	1242
ENSMUST00000043815	6412	202	6027	183
ENSMUST00000204491	794	NA	NA	NA
ENSMUST00000032196	4443	156	561	3726
ENSMUST00000113752	749	58	528	163
ENSMUST00000226971	4714	325	912	3477
ENSMUST00000223495	1751	86	699	966
ENSMUST00000118091	1030	106	690	234
ENSMUST00000113463	2368	406	1890	72
ENSMUST00000104970	66	NA	NA	NA
ENSMUST00000152147	2521	114	144	2263
ENSMUST00000075468	954	NA	954	NA
ENSMUST00000205010	743	NA	NA	NA
ENSMUST00000204333	4472	83	3630	759
ENSMUST00000204412	3151	NA	NA	NA
ENSMUST00000031843	566	92	294	180
ENSMUST00000115454	613	104	444	65
ENSMUST00000185187	1230	292	393	545
ENSMUST00000113658	6238	153	2046	4039
ENSMUST00000151738	5281	63	2451	2767
ENSMUST00000032177	2324	304	1389	631
ENSMUST00000172084	1344	NA	1344	NA
ENSMUST00000223041	1128	85	861	182
ENSMUST00000004392	2189	161	1494	534
ENSMUST00000052503	1269	114	882	273
ENSMUST00000186770	429	NA	NA	NA
ENSMUST00000163271	3991	447	960	2584
ENSMUST00000115014	805	227	390	188
ENSMUST00000115009	806	226	150	430
ENSMUST00000227456	2031	416	933	682
ENSMUST00000089023	1734	60	1656	18
ENSMUST00000203099	1092	NA	NA	NA
ENSMUST00000214699	2610	148	963	1499
ENSMUST00000161385	608	22	528	58
ENSMUST00000115417	2168	377	1536	255
ENSMUST00000168406	1086	131	735	220
ENSMUST00000060561	2730	170	906	1654
ENSMUST00000112390	6537	178	5769	590
ENSMUST00000203607	2240	45	1248	947
ENSMUST00000101425	371	NA	NA	NA
ENSMUST00000167002	2767	396	1218	1153
ENSMUST00000113264	5262	497	3081	1684
ENSMUST00000075789	729	NA	624	105
ENSMUST00000114401	1269	288	834	147
ENSMUST00000053569	1898	587	1311	NA
ENSMUST00000031822	5717	457	1974	3286
ENSMUST00000112682	1911	255	963	693
ENSMUST00000202779	3821	47	3603	171
ENSMUST00000228714	4573	608	900	3065
ENSMUST00000095753	4477	278	1161	3038
ENSMUST00000233759	10482	92	1758	8632
ENSMUST00000214529	2764	131	933	1700
ENSMUST00000089519	19341	536	2880	15925
ENSMUST00000165164	918	40	780	98
ENSMUST00000024270	1976	614	801	561
ENSMUST00000228485	2689	783	384	1522
ENSMUST00000054445	982	241	195	546
ENSMUST00000112063	895	49	540	306
ENSMUST00000031681	1663	277	1095	291
ENSMUST00000112414	1498	321	951	226
ENSMUST00000195870	7140	NA	7140	NA
ENSMUST00000138606	482	NA	NA	NA
ENSMUST00000101254	2317	83	2217	17
ENSMUST00000226311	1305	158	408	739
ENSMUST00000150540	1333	NA	NA	NA
ENSMUST00000036236	2161	284	1620	257
ENSMUST00000001412	3788	141	2895	752
ENSMUST00000202569	2107	322	1539	246
ENSMUST00000090070	1804	56	987	761
ENSMUST00000162900	1712	NA	NA	NA
ENSMUST00000170873	3687	119	2817	751
ENSMUST00000043382	1406	174	582	650
ENSMUST00000120939	913	110	309	494
ENSMUST00000009256	6925	169	1305	5451
ENSMUST00000045372	2220	276	780	1164
ENSMUST00000216942	3370	414	945	2011
ENSMUST00000113434	4894	74	321	4499
ENSMUST00000059138	1511	568	369	574
ENSMUST00000000828	2836	256	1848	732
ENSMUST00000199480	660	NA	NA	NA
ENSMUST00000061720	4083	49	1617	2417
ENSMUST00000160704	1116	120	837	159
ENSMUST00000114571	6695	408	3132	3155
ENSMUST00000004761	1589	29	1560	NA
ENSMUST00000204259	893	77	657	159
ENSMUST00000079379	776	NA	711	65
ENSMUST00000204436	1687	353	771	563
ENSMUST00000073384	924	NA	924	NA
ENSMUST00000058300	2302	256	2025	21
ENSMUST00000114779	4398	147	447	3804
ENSMUST00000186622	3710	111	3276	323
ENSMUST00000114598	8328	202	1536	6590
ENSMUST00000101385	1838	361	1425	52
ENSMUST00000075995	5474	73	3708	1693
ENSMUST00000038907	2884	366	1668	850
ENSMUST00000228880	4353	1192	990	2171
ENSMUST00000205022	141	NA	NA	NA
ENSMUST00000184986	691	75	348	268
ENSMUST00000072954	2245	520	1353	372
ENSMUST00000184133	1753	NA	NA	NA
ENSMUST00000061890	5573	468	2001	3104
ENSMUST00000115012	790	174	150	466
ENSMUST00000204063	403	NA	NA	NA
ENSMUST00000031691	3269	255	1446	1568
ENSMUST00000204672	321	NA	NA	NA
ENSMUST00000032429	814	64	435	315
ENSMUST00000096904	783	55	528	200
ENSMUST00000212792	3339	100	855	2384
ENSMUST00000112148	2229	NA	2229	NA
ENSMUST00000064872	2019	323	1527	169
ENSMUST00000067741	2983	418	999	1566
ENSMUST00000055296	9216	102	5154	3960
ENSMUST00000194541	2234	NA	NA	NA
ENSMUST00000175962	3769	297	1602	1870
ENSMUST00000096612	1034	47	894	93
ENSMUST00000078223	3160	75	1050	2035
ENSMUST00000172046	4204	NA	1452	2752
ENSMUST00000226520	3125	592	930	1603
ENSMUST00000215796	2782	1604	954	224
ENSMUST00000203903	1235	NA	NA	NA
ENSMUST00000089570	1216	239	477	500
ENSMUST00000038383	1371	124	951	296
ENSMUST00000139444	461	NA	NA	NA
ENSMUST00000114874	1431	169	636	626
ENSMUST00000053708	1294	480	681	133
ENSMUST00000164472	1098	97	819	182
ENSMUST00000073909	1748	5	1638	105
ENSMUST00000203917	2069	NA	NA	NA
ENSMUST00000221069	501	98	387	16
ENSMUST00000077093	8380	2093	3132	3155
ENSMUST00000024171	3237	31	3057	149
ENSMUST00000161217	1488	175	1053	260
ENSMUST00000070189	3058	9	2463	586
ENSMUST00000071563	1094	150	933	11
ENSMUST00000031805	6670	195	1950	4525
ENSMUST00000177249	1614	184	669	761
ENSMUST00000074949	2614	218	558	1838
ENSMUST00000009538	2708	164	1761	783
ENSMUST00000156898	2270	91	507	1672
ENSMUST00000036759	4307	90	4005	212
ENSMUST00000181192	759	NA	NA	NA
ENSMUST00000079035	930	NA	930	NA
ENSMUST00000113339	2144	106	1506	532
ENSMUST00000200680	814	215	528	71
ENSMUST00000204802	794	318	237	239
ENSMUST00000226892	5156	214	903	4039
ENSMUST00000088468	1300	224	714	362
ENSMUST00000177177	854	226	531	97
ENSMUST00000052727	1219	204	795	220
ENSMUST00000000674	1818	90	1527	201
ENSMUST00000203941	687	NA	687	NA
ENSMUST00000067137	2103	155	528	1420
ENSMUST00000160836	1393	143	867	383
ENSMUST00000040607	743	130	309	304
ENSMUST00000113530	2374	179	1248	947
ENSMUST00000228791	1617	80	798	739
ENSMUST00000032519	1014	47	654	313
ENSMUST00000043628	1921	129	1260	532
ENSMUST00000032260	1213	66	624	523
ENSMUST00000115139	2070	415	1311	344
ENSMUST00000186340	496	NA	NA	NA
ENSMUST00000206911	1591	21	207	1363
ENSMUST00000184647	2429	163	2121	145
ENSMUST00000204271	2300	NA	NA	NA
ENSMUST00000031545	5647	322	2145	3180
ENSMUST00000055261	4412	238	651	3523
ENSMUST00000092618	1769	175	1320	274
ENSMUST00000090568	8068	325	6939	804
ENSMUST00000050077	2509	424	1353	732
ENSMUST00000101445	2761	169	1719	873
ENSMUST00000160867	933	149	471	313
ENSMUST00000115462	694	2	354	338
ENSMUST00000114641	9827	229	3999	5599
ENSMUST00000203077	1617	86	1179	352
ENSMUST00000204354	6432	133	6273	26
ENSMUST00000031897	930	87	681	162
ENSMUST00000227706	1563	137	912	514
ENSMUST00000132243	1478	215	507	756
ENSMUST00000042889	6755	464	4326	1965
ENSMUST00000227209	6857	79	780	5998
ENSMUST00000179873	1576	327	768	481
ENSMUST00000049246	1612	36	930	646
ENSMUST00000238905	5803	180	3351	2272
ENSMUST00000121957	775	57	270	448
ENSMUST00000135151	3057	114	1806	1137
ENSMUST00000214687	1921	287	936	698
ENSMUST00000204987	6474	133	6315	26
ENSMUST00000162741	1580	NA	NA	NA
ENSMUST00000183358	1143	182	525	436
ENSMUST00000147934	1092	219	387	486
ENSMUST00000160188	683	NA	NA	NA
ENSMUST00000166975	2469	138	1413	918
ENSMUST00000113753	2222	272	528	1422
ENSMUST00000153517	522	NA	NA	NA
ENSMUST00000111650	572	31	273	268
ENSMUST00000024059	651	28	477	146
ENSMUST00000113836	4366	292	3828	246
ENSMUST00000141300	2346	NA	NA	NA
ENSMUST00000031876	1803	447	1182	174
ENSMUST00000151800	750	NA	NA	NA
ENSMUST00000148517	1506	152	495	859
ENSMUST00000032376	1730	173	1098	459
ENSMUST00000075797	930	NA	930	NA
ENSMUST00000206947	618	10	309	299
ENSMUST00000002976	7752	82	2595	5075
ENSMUST00000100926	1146	63	927	156
ENSMUST00000171311	1071	46	894	131
ENSMUST00000203151	341	NA	NA	NA
ENSMUST00000076119	937	NA	936	1
ENSMUST00000000707	4098	144	2265	1689
ENSMUST00000113248	1398	52	1305	41
ENSMUST00000115470	2692	308	252	2132
ENSMUST00000049124	3010	38	1449	1523
ENSMUST00000162950	927	173	459	295
ENSMUST00000114072	1388	232	1050	106
ENSMUST00000120405	1468	143	813	512
ENSMUST00000181633	581	NA	NA	NA
ENSMUST00000112923	3765	34	3726	5
ENSMUST00000129603	4477	85	3633	759
ENSMUST00000204650	1092	NA	NA	NA
ENSMUST00000203196	1970	67	1689	214
ENSMUST00000227298	5203	261	903	4039
ENSMUST00000075477	1157	307	456	394
ENSMUST00000058118	942	NA	942	NA
ENSMUST00000203038	414	NA	NA	NA
ENSMUST00000203700	4880	269	930	3681
ENSMUST00000160583	14644	223	3945	10476
ENSMUST00000059534	930	NA	927	3
ENSMUST00000130967	1445	183	858	404
ENSMUST00000031823	3596	101	2742	753
ENSMUST00000215569	1603	253	966	384
ENSMUST00000166318	2222	292	1662	268
ENSMUST00000032165	1675	119	1371	185
ENSMUST00000032200	2644	354	1887	403
ENSMUST00000115511	3336	376	2826	134
ENSMUST00000071076	3127	287	2769	71
ENSMUST00000088455	1174	160	627	387
ENSMUST00000114224	680	202	219	259
ENSMUST00000095752	3130	184	1128	1818
ENSMUST00000077115	5049	221	3681	1147
ENSMUST00000143941	530	257	156	117
ENSMUST00000113918	4321	284	3732	305
ENSMUST00000090481	2670	96	948	1626
ENSMUST00000050729	1037	31	936	70
ENSMUST00000163589	2131	159	987	985
ENSMUST00000078559	748	100	630	18
ENSMUST00000203729	1352	NA	NA	NA
ENSMUST00000227766	4218	1057	990	2171
ENSMUST00000183165	2012	48	1857	107
ENSMUST00000146114	1227	329	849	49
ENSMUST00000089449	3867	371	912	2584
ENSMUST00000204220	1291	NA	NA	NA
ENSMUST00000089022	2974	20	1725	1229
ENSMUST00000205533	1678	NA	NA	NA
ENSMUST00000031750	5469	174	4746	549
ENSMUST00000192753	1755	NA	NA	NA
ENSMUST00000113900	3630	95	3351	184
ENSMUST00000068259	5901	98	1320	4483
ENSMUST00000112866	1878	121	270	1487
ENSMUST00000204687	904	205	498	201
ENSMUST00000159793	493	NA	NA	NA
ENSMUST00000202331	2100	315	1539	246
ENSMUST00000039680	3746	224	996	2526
ENSMUST00000112195	733	202	531	NA
ENSMUST00000047450	2330	93	1506	731
ENSMUST00000100817	2149	NA	NA	NA
ENSMUST00000122096	1362	23	1236	103
ENSMUST00000167252	1693	78	1485	130
ENSMUST00000204696	734	176	222	336
ENSMUST00000112686	9212	161	4278	4773
ENSMUST00000111638	1710	NA	1710	NA
ENSMUST00000167234	1575	NA	1575	NA
ENSMUST00000114179	2671	294	2052	325
ENSMUST00000088292	1393	238	1155	NA
ENSMUST00000073948	2565	NA	2565	NA
ENSMUST00000032487	2772	175	357	2240
ENSMUST00000032326	1764	30	1368	366
ENSMUST00000032330	2721	205	483	2033
ENSMUST00000204741	1001	820	123	58
ENSMUST00000032451	4132	36	1884	2212
ENSMUST00000203509	3138	52	2067	1019
ENSMUST00000161538	4253	383	978	2892
ENSMUST00000155758	408	NA	NA	NA
ENSMUST00000166678	6662	370	3018	3274
ENSMUST00000203193	4245	289	744	3212
ENSMUST00000114545	2913	435	780	1698
ENSMUST00000032477	2476	95	828	1553
ENSMUST00000167679	5096	352	3597	1147
ENSMUST00000115469	1293	NA	1293	NA
ENSMUST00000089830	2255	684	927	644
ENSMUST00000031787	2877	347	1251	1279
ENSMUST00000090679	980	97	339	544
ENSMUST00000171186	1051	47	900	104
ENSMUST00000136501	2312	55	333	1924
ENSMUST00000228270	2084	473	936	675
ENSMUST00000160951	516	NA	NA	NA
ENSMUST00000113498	4644	459	3525	660
ENSMUST00000032174	2373	175	1248	950
ENSMUST00000203884	2113	132	1563	418
ENSMUST00000204927	2218	78	1395	745
ENSMUST00000204530	1573	132	1236	205
ENSMUST00000126214	5657	371	2688	2598
ENSMUST00000115510	3353	411	2646	296
ENSMUST00000111644	2274	23	1416	835
ENSMUST00000003017	1990	173	1602	215
ENSMUST00000115017	3719	684	3006	29
ENSMUST00000076638	882	35	744	103
ENSMUST00000100942	3011	145	354	2512
ENSMUST00000203499	2057	1158	744	155
ENSMUST00000119582	4518	99	1569	2850
ENSMUST00000167972	1541	29	1512	NA
ENSMUST00000061866	990	216	684	90
ENSMUST00000171980	69	NA	NA	NA
ENSMUST00000149613	526	NA	NA	NA
ENSMUST00000124665	2665	340	1029	1296
ENSMUST00000089208	5179	409	3081	1689
ENSMUST00000125326	3635	327	603	2705
ENSMUST00000008684	1167	322	468	377
ENSMUST00000070991	965	NA	963	2
ENSMUST00000203405	967	33	639	295
ENSMUST00000161070	3515	623	2871	21
ENSMUST00000058548	2940	411	1914	615
ENSMUST00000032192	9870	350	8250	1270
ENSMUST00000112253	2184	228	1218	738
ENSMUST00000137768	5940	92	252	5596
ENSMUST00000203912	4628	641	3453	534
ENSMUST00000095955	1050	41	933	76
ENSMUST00000151076	539	NA	NA	NA
ENSMUST00000069994	2258	112	1245	901
ENSMUST00000113821	6803	325	6249	229
ENSMUST00000095440	3153	365	2595	193
ENSMUST00000189932	5269	522	4566	181
ENSMUST00000038889	3114	NA	2787	327
ENSMUST00000077886	1236	NA	1236	NA
ENSMUST00000005103	2544	237	1983	324
ENSMUST00000204416	386	55	327	4
ENSMUST00000159335	2615	233	471	1911
ENSMUST00000112081	614	8	594	12
ENSMUST00000227188	8185	780	846	6559
ENSMUST00000211094	1510	NA	351	1159
ENSMUST00000226886	1308	161	408	739
ENSMUST00000120230	1027	378	468	181
ENSMUST00000115420	2094	265	1572	257
ENSMUST00000113117	4540	124	3741	675
ENSMUST00000032383	4431	52	651	3728
ENSMUST00000041779	2481	272	717	1492
ENSMUST00000203242	573	NA	NA	NA
ENSMUST00000101257	3252	144	1419	1689
ENSMUST00000089018	3096	558	2169	369
ENSMUST00000140131	1446	101	750	595
ENSMUST00000204807	1757	76	594	1087
ENSMUST00000004396	703	99	360	244
ENSMUST00000171058	695	13	276	406
ENSMUST00000084275	2829	162	1755	912
ENSMUST00000227574	7394	79	780	6535
ENSMUST00000180886	912	NA	789	123
ENSMUST00000115467	2440	138	1260	1042
ENSMUST00000032238	6529	190	2568	3771
ENSMUST00000205205	355	NA	NA	NA
ENSMUST00000117406	645	7	498	140
ENSMUST00000050497	2534	375	1725	434
ENSMUST00000114151	2518	61	2130	327
ENSMUST00000227421	5235	293	903	4039
ENSMUST00000115459	974	34	342	598
ENSMUST00000193357	844	NA	NA	NA
ENSMUST00000032479	2250	301	837	1112
ENSMUST00000075158	933	NA	933	NA
ENSMUST00000113938	695	72	357	266
ENSMUST00000043637	4881	126	1581	3174
ENSMUST00000204725	696	NA	NA	NA
ENSMUST00000032422	2306	606	1263	437
ENSMUST00000123149	766	NA	NA	NA
ENSMUST00000226808	912	NA	912	NA
ENSMUST00000204511	739	175	252	312
ENSMUST00000153981	683	NA	NA	NA
ENSMUST00000063854	4874	262	1254	3358
ENSMUST00000037783	1752	92	1404	256
ENSMUST00000089595	6613	133	6252	228
ENSMUST00000046856	2418	534	1407	477
ENSMUST00000077502	3257	374	2157	726
ENSMUST00000228385	2769	800	366	1603
ENSMUST00000059318	2802	NA	2802	NA
ENSMUST00000049251	2739	25	1263	1451
ENSMUST00000204592	1544	30	1509	5
ENSMUST00000072018	9986	115	9756	115
ENSMUST00000032183	2903	184	1203	1516
ENSMUST00000170089	3135	154	1443	1538
ENSMUST00000115209	2406	53	1512	841
ENSMUST00000171008	1674	NA	1674	NA
ENSMUST00000205210	1299	NA	NA	NA
ENSMUST00000202671	675	NA	NA	NA
ENSMUST00000119527	2840	16	1680	1144
ENSMUST00000037376	1405	272	1032	101
ENSMUST00000130418	4175	205	2709	1261
ENSMUST00000067354	1339	242	618	479
ENSMUST00000209659	1165	NA	NA	NA
ENSMUST00000177329	2807	258	2025	524
ENSMUST00000125374	391	NA	NA	NA
ENSMUST00000161362	2405	NA	NA	NA
ENSMUST00000087675	1729	50	957	722
ENSMUST00000114226	1155	236	219	700
ENSMUST00000226760	2070	455	933	682
ENSMUST00000203458	471	NA	NA	NA
ENSMUST00000159570	2293	24	1677	592
ENSMUST00000031779	3229	109	948	2172
ENSMUST00000118626	748	76	471	201
ENSMUST00000111960	1578	215	987	376
ENSMUST00000111547	1250	267	453	530
ENSMUST00000112425	2691	207	1572	912
ENSMUST00000226562	1046	369	246	431
ENSMUST00000200801	529	NA	NA	NA
ENSMUST00000115555	2669	183	1938	548
ENSMUST00000113119	4826	388	3744	694
ENSMUST00000205129	363	1	270	92
ENSMUST00000132023	498	NA	NA	NA
ENSMUST00000204601	766	67	498	201
ENSMUST00000079405	3158	1169	606	1383
ENSMUST00000100864	2842	505	204	2133
ENSMUST00000126922	747	NA	NA	NA
ENSMUST00000187701	503	16	447	40
ENSMUST00000059286	3196	81	1869	1246
ENSMUST00000205115	546	NA	NA	NA
ENSMUST00000101436	2674	197	780	1697
ENSMUST00000043301	2405	101	597	1707
ENSMUST00000227039	985	369	291	325
ENSMUST00000036225	1896	140	1662	94
ENSMUST00000111915	4221	88	1875	2258
ENSMUST00000176364	1647	NA	1647	NA
ENSMUST00000174204	4025	864	990	2171
ENSMUST00000226715	10861	310	930	9621
ENSMUST00000204753	2645	44	2352	249
ENSMUST00000168416	1023	29	912	82
ENSMUST00000032443	3480	291	1548	1641
ENSMUST00000111972	870	NA	870	NA
ENSMUST00000163949	2561	260	1008	1293
ENSMUST00000112428	3132	327	1665	1140
ENSMUST00000044019	2412	314	1467	631
ENSMUST00000101032	4611	536	861	3214
ENSMUST00000111719	968	539	261	168
ENSMUST00000111704	5446	295	1260	3891
ENSMUST00000111725	872	386	261	225
ENSMUST00000226925	3011	556	933	1522
ENSMUST00000182793	2459	164	2097	198
ENSMUST00000205118	600	114	222	264
ENSMUST00000153860	6525	148	6312	65
ENSMUST00000041265	817	57	588	172
ENSMUST00000112610	2539	472	837	1230
ENSMUST00000000254	2463	36	810	1617
ENSMUST00000112254	8834	252	8442	140
ENSMUST00000051540	1061	31	945	85
ENSMUST00000031690	3452	306	1485	1661
ENSMUST00000203830	4152	388	3630	134
ENSMUST00000144085	291	NA	NA	NA
ENSMUST00000064580	2234	108	1809	317
ENSMUST00000060369	2578	578	816	1184
ENSMUST00000052827	1757	144	480	1133
ENSMUST00000162034	2015	139	177	1699
ENSMUST00000031670	919	412	222	285
ENSMUST00000204059	8182	376	2178	5628
ENSMUST00000140932	742	222	156	364
ENSMUST00000115080	2369	21	1521	827
ENSMUST00000227911	4021	860	990	2171
ENSMUST00000080723	3285	134	2445	706
ENSMUST00000004774	2627	59	810	1758
ENSMUST00000031489	1190	165	840	185
ENSMUST00000203652	2605	304	1695	606
ENSMUST00000213952	3024	391	933	1700
ENSMUST00000228665	3226	693	930	1603
ENSMUST00000026699	11395	122	2208	9065
ENSMUST00000113121	4603	388	3660	555
ENSMUST00000167550	890	303	414	173
ENSMUST00000114446	1719	69	552	1098
ENSMUST00000203786	2289	67	2178	44
ENSMUST00000036340	5512	101	4353	1058
ENSMUST00000081777	4579	98	4356	125
ENSMUST00000001812	3779	317	2382	1080
ENSMUST00000031894	3545	82	2985	478
ENSMUST00000169345	3854	179	1440	2235
ENSMUST00000087614	3727	196	1491	2040
ENSMUST00000204837	1560	NA	NA	NA
ENSMUST00000065090	9038	183	8181	674
ENSMUST00000201324	1565	NA	NA	NA
ENSMUST00000203279	1454	NA	1434	20
ENSMUST00000078186	1213	53	912	248
ENSMUST00000064637	3264	769	2052	443
ENSMUST00000059512	1054	36	933	85
ENSMUST00000226921	3234	1126	948	1160
ENSMUST00000115212	3584	291	1512	1781
ENSMUST00000031680	3800	195	1266	2339
ENSMUST00000115406	4341	NA	4341	NA
ENSMUST00000111721	1336	102	261	973
ENSMUST00000204254	1147	99	204	844
ENSMUST00000139483	462	NA	NA	NA
ENSMUST00000047760	1213	198	795	220
ENSMUST00000115275	3279	55	3003	221
ENSMUST00000031556	6002	231	828	4943
ENSMUST00000127537	350	198	123	29
ENSMUST00000043400	1547	10	1020	517
ENSMUST00000146778	579	NA	NA	NA
ENSMUST00000115021	4041	203	1593	2245
ENSMUST00000077482	909	NA	909	NA
ENSMUST00000204490	1031	NA	NA	NA
ENSMUST00000204812	1954	NA	NA	NA
ENSMUST00000112871	3132	82	282	2768
ENSMUST00000203011	1612	86	339	1187
ENSMUST00000087657	3303	NA	1962	1341
ENSMUST00000113713	3108	161	1134	1813
ENSMUST00000121903	1304	86	777	441
ENSMUST00000205047	2194	NA	NA	NA
ENSMUST00000088308	2875	208	1755	912
ENSMUST00000035493	2147	284	1248	615
ENSMUST00000040826	4323	23	378	3922
ENSMUST00000169841	768	37	543	188
ENSMUST00000043553	817	NA	NA	NA
ENSMUST00000204336	276	NA	NA	NA
ENSMUST00000003544	2928	NA	2928	NA
ENSMUST00000203487	2648	390	1527	731
ENSMUST00000164761	3462	30	2133	1299
ENSMUST00000056398	807	154	291	362
ENSMUST00000038750	1013	63	894	56
ENSMUST00000113466	5621	152	4071	1398
ENSMUST00000037831	1113	45	915	153
ENSMUST00000046689	6066	586	4566	914
ENSMUST00000114227	1125	222	219	684
ENSMUST00000124434	935	NA	NA	NA
ENSMUST00000123405	2102	365	1707	30
ENSMUST00000204947	1791	260	1122	409
ENSMUST00000031815	3685	72	3099	514
ENSMUST00000006431	1999	95	1542	362
ENSMUST00000170124	2161	80	1392	689
ENSMUST00000210985	932	NA	NA	NA
ENSMUST00000210892	795	NA	NA	NA
ENSMUST00000112900	3220	129	2277	814
ENSMUST00000031971	1063	84	459	520
ENSMUST00000089578	1602	105	723	774
ENSMUST00000032372	2818	124	417	2277
ENSMUST00000111702	4415	264	423	3728
ENSMUST00000179365	2464	150	606	1708
ENSMUST00000163452	2959	184	1638	1137
ENSMUST00000032315	918	NA	918	NA
ENSMUST00000080742	550	NA	435	115
ENSMUST00000164513	714	NA	714	NA
ENSMUST00000031913	801	16	741	44
ENSMUST00000039127	4243	NA	3951	292
ENSMUST00000203277	873	NA	NA	NA
ENSMUST00000186102	452	NA	NA	NA
ENSMUST00000101070	1201	140	552	509
ENSMUST00000205073	871	NA	NA	NA
ENSMUST00000203083	2579	81	2067	431
ENSMUST00000088294	1883	51	1623	209
ENSMUST00000064932	1073	5	1002	66
ENSMUST00000032060	948	65	771	112
ENSMUST00000060839	1540	257	327	956
ENSMUST00000177435	912	NA	912	NA
ENSMUST00000181343	786	NA	NA	NA
ENSMUST00000095987	1147	74	645	428
ENSMUST00000203401	1954	99	1602	253
ENSMUST00000076752	1056	32	966	58
ENSMUST00000162170	2053	104	837	1112
ENSMUST00000095852	5860	830	3024	2006
ENSMUST00000147663	3033	303	1776	954
ENSMUST00000118802	771	89	603	79
ENSMUST00000132855	4516	315	1452	2749
ENSMUST00000204095	4143	109	1617	2417
ENSMUST00000032094	2963	192	1203	1568
ENSMUST00000075351	588	45	441	102
ENSMUST00000090381	2598	25	1569	1004
ENSMUST00000182902	2543	245	2097	201
ENSMUST00000068240	3951	126	1233	2592
ENSMUST00000159229	608	22	528	58
ENSMUST00000163511	2241	213	1494	534
ENSMUST00000176551	6567	1475	1815	3277
ENSMUST00000220134	2349	162	984	1203
ENSMUST00000159168	1975	34	402	1539
ENSMUST00000168837	2467	NA	NA	NA
ENSMUST00000128616	2819	71	687	2061
ENSMUST00000065364	998	72	675	251
ENSMUST00000203578	1323	210	237	876
ENSMUST00000203799	1227	NA	NA	NA
ENSMUST00000203073	873	NA	NA	NA
ENSMUST00000114294	2178	83	1974	121
ENSMUST00000165857	1491	NA	1491	NA
ENSMUST00000228642	2862	407	933	1522
ENSMUST00000041401	4731	101	3153	1477
ENSMUST00000139612	899	NA	NA	NA
ENSMUST00000032268	586	118	468	NA
ENSMUST00000055022	1820	426	1110	284
ENSMUST00000032210	946	152	459	335
ENSMUST00000112191	3414	162	747	2505
